label,url
15,https://www.vie-publique.fr/dossier/284458-quinzieme-legislature-les-lois-votees-en-2017
15,https://www.vie-publique.fr/dossier/284469-quinzieme-legislature-les-lois-votees-en-2018
15,https://www.vie-publique.fr/dossier/284544-quinzieme-legislature-les-lois-votees-en-2019
15,https://www.vie-publique.fr/dossier/284459-quinzieme-legislature-les-lois-votees-en-2020
15,https://www.vie-publique.fr/dossier/284464-quinzieme-legislature-les-lois-votees-en-2021
15,https://www.vie-publique.fr/dossier/284472-quinzieme-legislature-les-lois-votees-en-2022
16,https://www.vie-publique.fr/dossier/288426-lois-votees-de-juillet-fin-2022-seizieme-legislature
16,https://www.vie-publique.fr/dossier/292685-lois-votees-en-2023-seizieme-legislature
16,https://www.vie-publique.fr/dossier/294663-lois-votees-de-janvier-juin-2024-pendant-la-16e-legislature
17,https://www.vie-publique.fr/dossier/300385-les-lois-votees-en-2025
