date,debate,dossier,number,author_name,author_group,amendment_content,amendment_summary
2025-01-21,RUANR5L17S2025IDS28942,Projet de loi d'urgence pour Mayotte,230,Dominique Voynet,ECOS,"Après l’alinéa 1, insérer l’alinéa suivant :  « Sont exclues des dispositions prévues au présent I les entreprises filiales des groupes publics ou entreprises dont les activités basées à Mayotte ne constituent pas une majorité de leur chiffre d’affaires. »",Sont présentes à Mayotte de nombreuses filiales d’entreprises ou groupes publics dont le siège social se situe en France hexagonale où elles obtiennent la majorité de leur chiffre d’affaires. Les inclure dans les dispositifs de report de paiement de leurs impôts et taxes ne serait pas adapté à l’urgence de protéger et soutenir les entreprises domiciliées à Mayotte lourdement impactées.
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,26,Mathilde Hignet,LFI-NFP,Supprimer les alinéas 2 et 3. ,"Par cet amendement de repli, nous souhaitons a minima supprimer les mesures de contrôle et de sanction prévues par l'article ajouté en commission qui encadre la vente de tôles. Nous rappelons notre stricte opposition à cet article qui cible les personnes précaires n'ayant d'autres solutions que de rebâtir leur habitat de fortune, faute de solution de relogement et faute d''investissement de l'Etat dans le logement à Mayotte. Cet article cible tout particulièrement les personnes immigrées illégalement, par l'ajout d'un contrôle des titres d'identité et d'un registre consultable par les forces de l'ordre. Nous proposons a minima de supprimer la tenue par les entreprises d'un registre consultable par les forces de l'ordre, ainsi que la sanction de fermeture pour les entreprises."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,142,Anchya Bamana,RN,"I. – À l’alinéa 1, substituer au mot : « peuvent » le mot : « doivent » II. – En conséquence, au même alinéa 1, après le mot : « aux » insérer les mots : « petites et moyennes entreprises ainsi qu’ ».","Les mots:  ""peuvent faire l'objet"" sont incantatoires et restent au niveau du veux pieux.  Je vais encore une fois répéter le titre complet du plan MAYOTTE DEBOUT: Refonder Mayotte pour et avec les Mahorais. Cette volonté politique doit se traduire dans ce texte de manière volontaire.  d'autre part, je ne vois pas de raison valable d'exclure les moyennes entreprises de ce dispositif. Tel est le sens du présent amendement.    "
2025-01-20,RUANR5L17S2025IDS28939,Projet de loi d'urgence pour Mayotte,312,Sylvie Bonnet,DR,Compléter l'alinéa 4 par les mots :  « et renforcer le programme de réussite éducative ».,"Sous amendement de précision. Il ne s'agit pas seulement d'augmenter le nombre d'enfants scolarisés, mais de veiller à ce que cette scolarisation soit réelle et qu'elle soit efficiente.   "
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,330,Estelle Youssouffa,LIOT,Supprimer l’alinéa 6.,"L'amendement est très pertinent, mais le b) du 1° semble inutile voire contreproductif. Il supprime la disposition suivante de la loi modifiée par l'amendement : ""A défaut de pouvoir identifier les propriétaires, notamment en l'absence de mention au fichier immobilier ou au livre foncier, la notification les concernant est valablement effectuée par affichage à la mairie de la commune et sur la façade des locaux et installations concernés."" Il est nécessaire, au contraire, que l'affichage public vaille notification, car cela permet de procéder à des expulsions même quand le propriétaire est inconnu."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,163,Anchya Bamana,RN,"Après l’alinéa 1, insérer l’alinéa suivant : « Les associations mentionnées au premier alinéa ne peuvent en aucun cas affecter ces dons à des actions visant la régularisation de ressortissants étrangers en situation irrégulière. »","  Par cet amendement, il est proposé de restreindre le champ d'application de cet article afin de garantir que les associations pro-migrants, intervenant au bénéfice des personnes en difficulté à la suite du passage du cyclone Chido, ne puissent détourner la finalité des dons destinés à la reconstruction de Mayotte.  Ces dons ne sauraient être employés, directement ou indirectement, à des actions visant à régulariser des étrangers en situation irrégulière présents sur le territoire du département."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,52,Philippe Gosselin,DR,"Après l’alinéa 1, insérer l’alinéa suivant :  « Les dispositions du présent article n’autorisent en aucun cas la reconstruction de locaux à usage d’habitation édifiés sans droit ni titre, ni de locaux d’habitation insalubres au regard des règles prises en application de la présente loi. ».",Cet amendement est sollicité par les élus locaux de Mayotte afin de garantir que la présente loi n’autorise pas la reconstruction de bidonvilles.
2025-01-21,RUANR5L17S2025IDS28942,Projet de loi d'urgence pour Mayotte,172,Estelle Youssouffa,LIOT,"I. – L’article 199  undecies  A du code général des impôts est ainsi modifié : 1° Au 1, les mots : « au  e  », sont remplacés par les mots : « aux  e  et  e   bis  » ; 2° À la première phrase du  e  du 2, après les mots : « visés au 1 », sont insérés les mots : « à l’exception du département de Mayotte » ; 3° Après le même e, il est inséré un  e   bis  ainsi rédigé : «  e   bis)  Au montant des travaux de réhabilitation réalisés par une entreprise, à l’exclusion de ceux qui constituent des charges déductibles des revenus fonciers en application de l’article 31, et portant sur des logements, situés sur le département de Mayotte, que le propriétaire prend l’engagement, pour une durée de cinq ans, soit d’affecter dès l’achèvement des travaux à son habitation principale, soit de louer nu dans les six mois qui suivent l’achèvement des travaux à des personnes qui en font leur habitation principale et autres que son conjoint ou un membre de son foyer fiscal, ainsi qu’au montant des travaux de confortation de logements contre le risque sismique ou cyclonique. Un décret détermine les conditions d’application de ces dispositions, et notamment la nature des travaux de réhabilitation éligibles ; »  4° À la première phrase du 5, les mots : « et  e  » sont remplacés par les mots : «  e  et  e   bis  » ; 5° Le 6 est ainsi modifié : a)  À la troisième phrase du premier alinéa, après la référence : «  e  », sont insérés les : « et au  e   bis  » ; b)  Au deuxième alinéa, les mots : « et  e  » sont remplacés par les mots : «  e  et  e   bis  » ; c)  Au septième alinéa, les mots : « et  e  » sont remplacés par les mots : «  e  et  e   bis  » ; 8° Sont insérés des 10 et 11 ainsi rédigés : « 10. Pour l’application du e  bis  du 2, lorsque le bénéficiaire de la réduction d’impôt est remboursé dans un délai de cinq ans de tout ou partie du montant des dépenses qui ont ouvert droit à cet avantage, il fait l’objet, au titre de l’année de remboursement et dans la limite de la réduction d’impôt obtenue, d’une reprise égale au montant de l’avantage fiscal accordé à raison de la somme qui a été remboursée. Toutefois, aucune reprise n’est pratiquée lorsque le remboursement fait suite à un sinistre survenu après que les dépenses ont été payées. « 11. Pour une même dépense, les dispositions du e  bis  du 2 sont exclusives d’une déduction de charge pour la détermination des revenus catégoriels. » ; II. – Les dispositions du I s’appliquent aux investissements réalisés à Mayotte à compter d’une date fixée par décret, qui ne peut être postérieure de plus de six mois à la date de réception par le Gouvernement de la réponse de la Commission européenne permettant de considérer la disposition lui ayant été notifiée comme conforme au droit de l’Union européenne en matière d’aides d’État. III. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre I er  du livre III du code des impositions sur les biens et services.","L’article 199 undecies A du code général des impôts prévoit une réduction d’impôt sur le revenu pour les investissements portant sur des travaux de réhabilitation de logements de plus de vingt ans situés dans les départements et collectivités d’outre-mer. Dans le contexte de reconstruction accélérée nécessaire à Mayotte à la suite du passage du cyclone CHIDO, le 14 décembre dernier, cet amendement propose, à titre dérogatoire, de supprimer la condition d’ancienneté de plus de vingt ans pour pouvoir bénéficier de cette réduction d’impôt sur les opérations de réhabilitation. Ce dispositif est applicable jusqu’au 31 décembre 2029.  Cet amendement a été élaboré en concertation avec la Fédération des Entreprises des Outre-mer (FEDOM)."
2025-01-21,RUANR5L17S2025IDS28942,Projet de loi d'urgence pour Mayotte,300,Estelle Youssouffa,LIOT,"À la première phrase de l’alinéa 2, substituer aux mots :  « la période de prolongation mentionnée au même premier alinéa »  les mots :  « cette prolongation ».",Rédactionnel. Supprime une répétition.
2025-01-21,RUANR5L17S2025IDS28942,Projet de loi d'urgence pour Mayotte,218,Estelle Youssouffa,LIOT,"Après la première phrase de l’alinéa 2, insérer la phrase suivante :  « Les paiements ainsi accordés sont considérés comme indus lorsqu’ils l’ont été sur le fondement de déclarations frauduleuses ou délibérément incomplètes. »","Cet amendement introduit une clause anti-fraude qui est actuellement absente du texte. La volonté d'introduire une telle clause a été exprimée en commission. L'alinéa 2 permet d'accorder des prestations nouvelles sans vérification des conditions d’éligibilité du demandeur. L’étude d’impact explique à propos de l'alinéa 1 : « aucun indu ne sera constaté au titre de cette période, même s’il apparait a posteriori que ce maintien de droit n’était pas justifié du fait de l’évolution de la situation du bénéficiaire ». Si le même raisonnement prévaut pour l'alinéa 2, il n'y aura donc aucun recours possible contre les personnes qui ont bénéficié de droits en faisant des déclarations mensongères sur leur situation familiale ou au regard de leur titre de séjour. Il est impératif que des indus soient constatés si des droits nouveaux sont accordés sur le fondement de déclarations fausses que la caisse n’avait pas la possibilité de vérifier. Les bénéficiaires devront alors rembourser les indus dès que la caisse de sécurité sociale s'apercevra de la fraude. Dans un objectif de sécurité juridique et dans l’intérêt des personnes concernées, la précision que les déclarations doivent avoir été « frauduleuses » et les omissions « délibérées » signifie que les paiements ne seront pas récupérés si les erreurs de déclaration étaient de bonne foi."
2025-01-20,RUANR5L17S2025IDS28939,Projet de loi d'urgence pour Mayotte,273,Philippe Naillet,SOC,"Rédiger ainsi l’alinéa 4 : « Pour la définition du lieu d’implantation d’une nouvelle école et de son nombre de classes, il est tenu compte de l’avis de la commune concernée. »","Le présent amendement des députés Socialistes et apparentés vise, tout en gardant l’esprit de cet ajout de la commission, à conserver une souplesse de rédaction afin que la commune ne dispose pas d’un droit de veto sur la construction d’une nouvelle école dès lors que la démographie scolaire rendrait celle-ci nécessaire. Son lieu d’implantation et son nombre de classes devront toujours être définis en accord avec la commune concernée. Cet assouplissement est sécurisé par la disposition adoptée en commission à notre initiative qui conditionne la mise en oeuvre du dispositif de l’article à l’accord préalable de la commune concernée. Ainsi la commune conserve la possibilité de décider de s’inscrire ou non dans ce dispositif mais l’État récupère la souplesse nécessaire pour s’assurer d’une mise en oeuvre plus opérationnelle."
2025-01-21,RUANR5L17S2025IDS28942,Projet de loi d'urgence pour Mayotte,323 (Rect),Estelle Youssouffa,LIOT,"I. – Rédiger ainsi l’alinéa 1 : « I. – Compléter l’alinéa 1 par la phrase suivante : ». II. – En conséquence, supprimer l’alinéa 9.","Ce sous-amendement accepte l'essentiel des modifications de l'amendement, mais maintient à l'article 18 la possibilité offerte au Gouvernement de prolonger d'un an de plus, par décret, la durée de la suspension. Cette faculté de prolonger n'est qu'une faculté : si le Gouvernement ne souhaite pas prolonger, il ne prendra pas de décret. Mais il semble important que cette possibilité soit prévue dans le texte pour davantage de souplesse - au cas où - et éviter une nouvelle loi dans un an."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,135,Estelle Youssouffa,LIOT,"À la première phrase de l’alinéa 4, substituer aux mots : « s’y rapportent », les mots : « y sont assimilés ».",Amendement rédactionnel.
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,299,Florence Goulet,RN,"L’article 11‑1 de la loi n° 2011‑725 du 23 juin 2011 portant dispositions particulières relatives aux quartiers d’habitat informel et à la lutte contre l’habitat indigne dans les départements et régions d’outre-mer, est ainsi modifié : 1° Le I est ainsi modifié : a)  La première phrase du premier alinéa est ainsi modifiée : – les mots : « peut, par arrêté, ordonner » sont remplacés par les mots : « ordonne par arrêté » ; – les mots : « aux propriétaires de procéder à » sont remplacés par le mot : « organise » ; b)  Le dernier alinéa est supprimé ; 2° Au II, les mots : « peut, par arrêté, ordonner » sont remplacés par les mots : « ordonne par arrêté ».   ","Le présent amendement met en lumière l'urgence absolue de démolir et d'interdire les  bangas  à Mayotte. Ces habitations illégales – au nombre de 20 000 – représentent des risques accrus en matière sociale, sanitaire et d’insécurité. Le récent cyclone Chido a dramatiquement illustré la fragilité de ces installations, causant des pertes humaines et des destructions massives. Cette catastrophe démontre la nécessité immédiate de mesures décisives, alors que de nombreux bangas refont surface. L'amendement modifie la loi n° 2011-725 en rendant obligatoire l’intervention du représentant de l'État pour évacuer et démolir ces habitats sans délai. L’urgence de ces démolitions et interdictions est cruciale pour prévenir de nouvelles catastrophes, protéger les habitants de Mayotte et rétablir des conditions de vie sécuritaires."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,238,Jean-Pierre Vigier,DR,"Après le mot : « déblaiement », insérer les mots : « , de réfection ».","L’objet du présent amendement est d’élargir aux travaux de réfection des bâtiments dégradés par le cyclone Chido, les travaux pouvant être engagés dès le dépôt de la demande d’urbanisme ou de la déclaration préalable."
2025-01-20,RUANR5L17S2025IDS28939,Projet de loi d'urgence pour Mayotte,9,Aurélie Trouvé,LFI-NFP,Compléter cet article par l’alinéa suivant : « Les mesures prises par ordonnance ne peuvent perdurer au-delà de vingt-quatre mois à compter de la publication de la présente loi ou au delà du terme prévu par l’ordonnance sous réserve qu’il y soit inférieur. »,"Cet amendement proposé par le groupe LFI-NFP entend encadrer dans le temps les changements de mission et de structure de l'établissement public foncier et d’aménagement de Mayotte, afin qu’une éventuelle pérennisation puisse faire l’objet d’un débat parlementaire au terme de la phase de reconstruction. Pour cela, les mesures contenues dans l’ordonnance du gouvernement seront réputées caduques dans les deux ans suivant la publication de la présente loi d’urgence. Le terme de deux ans a été choisi en cohérence avec l’esprit du texte afin de correspondre à la durée de reconstruction pressentie par le présent projet de loi."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,84,Julien Dive,DR,"I. – Le taux de la réduction d’impôt prévue à l’article 238  bis  du code général des impôts est porté à 75 % pour la fraction inférieure ou égale à 2 millions d’euros, pour les dons et les versements effectués entre le 14 décembre 2024 et le 17 mai 2025 au profit des organismes d’intérêt général mentionnés au même article 238  bis  qui, dans le cadre de leur action dans le département de Mayotte à la suite du passage du cyclone Chido, fournissent gratuitement des repas ou des soins aux personnes en difficulté ou contribuent à favoriser leur logement, y compris par la reconstruction des locaux d’habitation rendus inhabitables, à l’exclusion des locaux édifiés sans droit ni titre et constituant un habitat informel au sens du deuxième alinéa de l’article 1‑1 de la loi n° 90‑449 du 31 mai 1990 visant à la mise en œuvre du droit au logement. Ces versements sont retenus dans la limite de 20 000 euros ou 5 pour mille du chiffre d’affaires lorsque ce dernier montant est plus élevé. II. – La perte de recettes pour l’État résultant de l’extension du bénéfice du I aux dons effectués à l’ensemble des organismes d’intérêt général est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévus au chapitre IV du titre I er  du livre III du code des impositions sur les biens et services.","L’amendement proposé vise à encourager et amplifier la solidarité envers Mayotte suite au passage dévastateur du cyclone Chido le 14 décembre 2024. Face à cette situation critique, l’amendement augmente temporairement les taux de réduction d’impôt pour les dons effectués par les entreprises aux associations et fondations reconnues d’utilité publique œuvrant à Mayotte, à l'exclusion de celles qui favorisent l'habitat informel. Le taux passe à 75 % pour la fraction des dons inférieure ou égale à 2 millions pour les versements effectués entre le 14 décembre 2024 et le 17 mai 2025."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,198,Frantz Gumbs,DEM,"  Compléter l’alinéa 7 par la phrase suivante : « Dans ce cas, le titulaire du marché s’engage à confier 30 % du montant prévisionnel du marché, à des entreprises ou à des artisans domiciliées fiscalement ou ayant leur siège social dans les collectivités régies par l’article 73 de la Constitution, à Saint-Martin ou à Saint-Barthélemy et ayant déjà participé à des marchés publics liés à la reconstruction post cyclonique d’infrastructures. »","L’amendement proposé vise à renforcer la solidarité entre les territoires d’Outre-mer dans le cadre de la reconstruction et de la réhabilitation des infrastructures publiques à Mayotte, tout en respectant les capacités des entreprises locales mahoraises. Mayotte traverse une période de grande fragilité, nécessitant une mobilisation collective pour soutenir le redressement de son tissu infrastructurel. La possibilité pour les entreprises des DROM ou de Saint-Martin ou de Saint-Barthélemy, de participer à des marchés publics de travaux à Mayotte s’inscrit dans une dynamique de coopération et de mise en commun des compétences techniques, humaines et matérielles disponibles au sein de ces territoires. Toutefois, cet amendement est conçu pour éviter toute substitution ou concurrence déloyale envers les entreprises locales mahoraises. L’objectif est de pallier les éventuelles insuffisances structurelles ou conjoncturelles, notamment en cas de capacités locales insuffisantes pour faire face à l’urgence et à l’ampleur des travaux. Il s’agit donc d’un dispositif complémentaire, qui repose sur une logique de subsidiarité et de solidarité interrégionale. Cette mesure permettra : - De répondre rapidement aux besoins urgents de Mayotte, en mobilisant les compétences des territoires ultramarins dotés d’un savoir-faire adapté aux réalités des Outre-mer. - De préserver l’activité économique mahoraise, en garantissant une collaboration respectueuse des acteurs locaux et en renforçant les synergies entre entreprises locales et celles des autres collectivités. - De renforcer les liens entre les territoires ultramarins, en témoignant d’une solidarité active et concrète dans un moment critique pour Mayotte. En somme, cet amendement matérialise une volonté de coopération équilibrée et efficace entre les territoires ultramarins, tout en contribuant à la résilience de Mayotte face aux défis qu’elle rencontre."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,107,Frédéric Maillot,GDR,"À la première phrase de l’alinéa 1, supprimer les mots : « , à l’identique ou ».","Depuis le 1er mars 2024, le décret n°2024-168 redéfinit les normes de construction en Guadeloupe, Martinique, La Réunion et Mayotte. Il revisite les normes relatives aux caractéristiques thermiques, à la performance énergétique, aux caractéristiques acoustiques et à l’aération des nouveaux bâtiments d’habitation (RTAA DOM) des bâtiments neufs en prenant mieux en compte les réalités locales. En effet, le climat tropical impose des normes de construction qui dérogent aux normes conventionnelles. Si le cyclone Chido qui a frappé Mayotte amorce une nouvelle étape dans la reconstruction du département, les multiples dérogations au code de l’urbanisme ne peuvent être moins disantes que ce qui était constaté avant le cyclone. Par cet amendement, nous souhaitons que les nouvelles constructions ne se basent donc pas sur l’identique mais bien sur des normes adaptées au bâti tropical afin d’éviter que les mêmes causes produisent les mêmes effets en cas de nouveau cyclone. Cet amendement va dans le sens de l’avis émis par le Conseil départemental de Mayotte ce 8 janvier 2025."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,262,Philippe Gosselin,DR,"À la première phrase de l’alinéa 1, après le mot : « aménagements », insérer les mots : « , infrastructures agricoles ».","Cet amendement a pour objet d’ajouter les infrastructures agricoles, démolies pendant le passage du cyclone Chido, dans la reconstruction de Mayotte. Les dégâts aux infrastructures agricoles ont d’ores et déjà des conséquences dramatiques sur la sécurité alimentaire et l’économie locale."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,146 (Rect),Louise Morel,DEM,"I. – À titre exceptionnel, par dérogation au premier alinéa de l’article L. 121‑8 du code de l’urbanisme, l’implantation d’installations radioélectriques peut être autorisée en discontinuité avec les agglomérations et villages existants par le représentant de l’État dans le département, sous réserve de respecter les conditions cumulatives suivantes :  1° Etre localisé à la distance la plus éloignée possible de la limite haute du rivage, en tenant compte des difficultés techniques et de la configuration géographique des lieux, et en tout état de cause au-delà des espace proches du rivage et d’une bande de cent mètres de la limite haute du rivage ; 2° Démontrer que la localisation de ces installations en discontinuité de l’urbanisation répond à une nécessité technique dument justifiée ; 3° Démontrer que ces installations ne sont pas de nature à porter une atteinte significative à l’environnement et aux paysages, au regard de la topographie du secteur et des infrastructures de raccordement. Les installations implantées en dérogation à la loi n° 86‑2 du 3 janvier 1986 relative à l’aménagement, la protection et la mise en valeur du littoral doivent être ouvertes à la mutualisation. II. – Par dérogation au second alinéa de l’article 5 de la présente loi, ces dispositions sont applicables jusqu’au 31 décembre 2026.","Le présent amendement vise à permettre l’implantation en discontinuité de l’urbanisation des installations radioélectriques à Mayotte dans le but de restaurer et de sécuriser la couverture réseau, à la suite du passage du cyclone Chido en décembre 2024 afin de traduire l’une des mesures du plan « Mayotte debout ». Toutes les communes du territoire de Mayotte sont soumises à la loi n° 86‑2 du 3 janvier 1986 relative à l’aménagement, la protection et la mise en valeur du littoral, dite « loi littoral ». Cette loi a introduit un principe d’urbanisation en continuité avec les villages et agglomération existants, aujourd’hui codifié à l’article L. 121‑8 du code de l’urbanisme. Selon la jurisprudence, est assimilée à une extension d’urbanisation toute construction isolée. Selon le Conseil d’État, l’implantation d’une installation radioélectrique dans un milieu naturel est une extension de l’urbanisation qui doit s’implanter en continuité avec les villages et agglomérations (avis du Conseil d’État, 11 juin 2021, n° 449840). L’article 6 du présent projet de loi autorise la reconstruction ou la réfection, à l’identique ou avec des adaptations ou améliorations prévues au même article, des constructions, aménagements et installations dégradés ou détruits, sous réserve qu’ils aient été régulièrement édifiés.   Or, les dégâts considérables sur le réseau de télécommunications et la nécessité de permettre à Mayotte de retrouver une couverture adaptée peut justifier une adaptation de l’emplacement des pylônes, voire l’installation de nouveaux pylônes.  Dans la très grande majorité des cas, la réinstallation de pylônes existants ou l’installation de nouveaux pylônes ne posera aucune difficulté au regard de la loi Littoral, puisqu’ils seront installés en continuité de l’urbanisation, afin de pouvoir desservir le plus efficacement les populations résidentes. Cependant, dans certaines situations particulières, des contraintes techniques insurmontables peuvent justifier, pour garantir la couverture, d’installer des pylônes en discontinuité de l’urbanisation.  Le présent amendement propose d’instaurer, pour tenir compte de cette situation, d’un dispositif temporaire autorisant les installations radioélectriques en discontinuité de l’urbanisation sous réserve de recueillir au préalable l’accord du préfet. Leur implantation doit tenir compte des besoins réels en couverture réseau et limiter l’impact sur l’environnement et les paysages. Si la reconstruction à la place des installations détruites n’est pas possible en raison des dégâts provoqués par le cyclone, le lieu retenu ne doit pas conduire à implanter de lourdes infrastructures de raccordement ou d’accessibilités (lignes et routes)."
2025-01-20,RUANR5L17S2025IDS28939,Projet de loi d'urgence pour Mayotte,272,Philippe Naillet,SOC,Compléter l’alinéa 1 par la phrase suivante : « Ces opérations tiennent compte d’une évaluation de la démographie scolaire actuelle et prévisionnelle. »,"Le présent amendement des députés Socialistes et apparentés vise à soumettre les opérations de reconstruction et de construction d’écoles qui seront menées dans le cadre du présent article à la réalisation d’une évaluation de la démographie scolaire actuelle et prévisionnelle, afin d’assurer un juste calibrage. Le débat en Commission des affaires économiques a fait émerger un discours qui laisserait entendre qu’il ne faudrait pas tenir compte des enfants étrangers pour l’appréciation des besoins d’accueil des bâtiments scolaires, puisqu’ils n’ont pas vocation à demeurer à Mayotte. Si sur l’essentiel du territoire national, leur nombre est relativement marginal, du moins du point de vue de la définition de tels besoins, ce n’est évidemment pas le cas à Mayotte, du fait de l’importance de la population étrangère qu’elle soit ou non en situation régulière. Un débat sur la politique migratoire, avec des mesures propres à Mayotte, nous a été annoncé pour début mars au sein d’un projet de loi de planification pour Mayotte. Il permettra d’opposer nos visions sur ces questions, fondamentales pour l’avenir de l’île, chacun en convient. Mais quel que soit l’issue de ce débat, il est acquis que la population réelle de Mayotte restera encore durablement supérieure à sa population « légale ». Or la loi est claire, l’instruction est obligatoire pour chaque enfant dès l’âge de trois ans et jusqu’à l’âge de seize ans.  Cette obligation s’applique qu’ils soient français ou étrangers, en situation régulière ou non, conformément au bloc de constitutionnalité et notamment au Préambule de la Constitution de 1946 qui proclame « l’égal accès à l’instruction ». Dès lors et tant qu’ils se trouveront sur le territoire national, tous les enfants, sans exceptions, devront être accueillis au sein de l’école de la République. Les conditions matérielles de cet accueil doivent ainsi être prévues et anticipées. Cette étude de démographie scolaire doit le permettre. Au-delà de l’obligation légale, c’est une obligation morale et sociale."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,307,Anchya Bamana,RN,"À l’alinéa 1, après l’année : « 2024 » insérer les mots : « et de celui survenu les 12 et 13 janvier 2025 ».","DIKELEDI a fait des ravages sur le territoire de Mayotte détruit par CHIDO, cette précision est nécessaire pour faire entrer les dégâts qu’il a entrainé dans le périmètre du présent texte."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,322,Estelle Youssouffa,LIOT,Supprimer cet article.,"L'article d'habilitation est rédigé de façon trop large et sans lien avec le cyclone qui a frappé Mayotte. En effet, il permet au Gouvernement de prendre des mesures exorbitantes et attentatoires au droit de propriété, pour réaliser tous types de travaux, ouvrages publics, constructions, démolitions, etc., sans qu'à aucun moment il ne soit précisé que ces travaux font suite aux destructions du 14 décembre 2024. Le lien avec le cyclone ne saurait être implicite, puisque l'article 10 constitue un chapitre autonome et donc juridiquement indépendant des dispositions du chapitre III qui portent spécifiquement sur ""les bâtiments détruits à Mayotte en raison du cyclone"". En l'état, le texte permet donc au Gouvernement d'exproprier de manière arbitraire pour réaliser des projets qui n'ont rien à voir avec l'urgence du cyclone et qui seraient autrement considérés comme illégaux."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,25,Nadège Abomangoli,LFI-NFP,Supprimer cet article.,"Par cet amendement de suppression nous nous opposons à cet article ajouté par la rapporteure, qui poursuit la logique de l’arrêté du préfet de Mayotte restreignant à partir du 4 janvier la vente de tôles bac acier aux professionnels et aux particuliers sur présentation d’un justificatif d’identité et de domicile. Ce nouvel article prévoit en effet que la vente par une entreprise à un particulier de tôles est conditionnée à la présentation d'un titre d'identité et d'un justificatif de domicile, et à la signature d'une déclaration pour s'engager à les utiliser pour la remise en état de son logement. Il prévoit également que les entreprises tiennent un registre avec les informations relatives aux acheteurs, consultable par les forces de l'ordre. Enfin, il pourra ordonner la fermeture jusqu'à 6 mois des établissements ne respectant pas ces obligations. Nous ne pouvons tolérer ce type de mesures, alors même que l’Etat est responsable de la crise du logement à Mayotte, les derniers gouvernement ayant défendu des opérations d’expulsion et de destruction de bidonvilles sans reloger l’ensemble des personnes expulsées. Si les bidonvilles se reconstruisent rapidement, c’est parce que les Mahorais n’ont pas d’autres choix et sont dans une détresse sans commune mesure. Rappelons qu’un tiers des habitants vivent à Mayotte dans un habitat précaire. Une telle mesure vise également encore une fois les personnes migrantes qui n’ont pas toujours de titre d’identité et qui craindront d'être expulsées en cherchant de quoi reconstruire leurs habitations de fortunes du fait d'un tel contrôle."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,305,Estelle Youssouffa,LIOT,"I. – Après le mot :  « Chido », insérer les mots : « et des évènements météorologiques survenus pendant une période de cinq mois à compter du 13 décembre 2024 ». II. – Compléter cet article par l’alinéa suivant : « II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre I er  du livre III du code des impositions sur les biens et services. »",Le présent amendement propose de conforter les capacités de soutien aux victimes du cyclone Chido et des évènements climatiques exceptionnels survenus depuis son passage.
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,328,Estelle Youssouffa,LIOT,"À l’alinéa 4, substituer à la référence : » « R. 211‑108 » la référence :  « L. 211‑1 ».","Rédactionnel. Il est préférable de faire référence, dans une loi, à un texte législatif plutôt qu'à un texte réglementaire."
