speech_id,speech_date,speech_subject_1,speech_subject_2,speech_subject_3,speaker_name,speaker_group,speech,amendments,amendments_precised,debate
16-124433,2022-11-28,Protection des logements contre l’occupation illicite,Présentation,Présentation,Guillaume Kasbarian,RE,"Cécilia, en procédure avec ses locataires depuis six ans, a dû déménager dans une petite maison rurale : elle n’arrivait plus à faire face aux 75 000 euros d’impayés, 25 000 euros de charges et 7 000 euros d’honoraires d’avocat que lui coûte son appartement occupé en région parisienne. Mégane, dans la Somme, qui a hérité de la maison de sa mère décédée en février, est actuellement hébergée par des amis : sa maison est occupée par un locataire qui ne paye plus son loyer depuis quinze mois. Pierre et Maryse, à Marseille, ont dû vivre dans un camping-car pendant plus de deux ans : ils n’arrivaient plus à vivre décemment car leur locataire n’avait pas réglé de loyer depuis deux ans. Nous avons tous déjà reçu dans nos permanences, en circonscription, des petits propriétaires qui ne roulent pas sur l’or. Ils ont parfois hérité de la maison familiale ; ils ont parfois acheté ce bien à la sueur de leur front ; ils se sont parfois endettés pour financer ce logement. Ils se retrouvent, du jour au lendemain, victimes de squat ou engagés dans des procédures kafkaïennes en raison d’impayés qui durent depuis des années. Je remercie vivement les nombreuses personnes qui ont fait l’effort de nous envoyer un témoignage écrit ; en quelques jours, nous en avons reçu près de deux cents. Je remercie également la dizaine de victimes qui ont fait l’effort de venir, parfois de loin et parfois en se levant à trois heures du matin, témoigner devant notre commission. Ces situations sont insupportables. D’une part, elles plongent dans la précarité des citoyens qui travaillent dur et respectent les règles ; d’autre part, elles touchent un principe fondamental que certains ont parfois tendance à oublier, celui du respect du droit de propriété, droit inviolable et sacré inscrit à l’article 17 de la Déclaration des droits de l’homme et du citoyen. Face à ces situations intolérables qu’égrènent les actualités locales et qui suscitent l’indignation de nos concitoyens, nous avons déjà agi avec fermeté. Après sa création en 2007, la procédure accélérée d’expulsion des squatteurs n’avait plus été modifiée et fonctionnait mal. Nous avons donc repris le sujet dans la loi Asap – loi d’accélération et de simplification de l’action publique – en 2020, ce qui nous a permis de procéder, sur ce fondement, à 170 expulsions de squatteurs en 2021. Mais l’actualité nous a montré maintes et maintes fois qu’il fallait aller plus loin ou, en tout cas, aborder plus globalement le problème. C’est ce que permet la proposition de loi du groupe Renaissance que nous examinons ce soir. La première partie du texte a été largement enrichie en commission par les apports de nos collègues des groupes Renaissance et Les Républicains. Deux nouveaux articles ont été créés : ils permettent, entre autres, de mieux caractériser le délit de squat et de protéger les propriétaires contre les dépenses d’entretien excessives nées des situations de squat. Deux autres articles rendent plus efficace la lutte contre les marchands de sommeil, en sanctionnant les faux propriétaires qui exploitent les personnes vulnérables, et celle contre le squat, en assurant une meilleure utilisation collective des immeubles vacants. Au-delà des cas de squat, toute une zone grise n’est pas traitée par le biais des procédures existantes. Je pense au refus de payer, partiellement ou dans son intégralité, le loyer, qui peut grever pendant des mois ou des années la situation financière d’un petit bailleur dont le logement constitue un complément de retraite, ou encore au refus de quitter les lieux en fin de bail quand le bailleur souhaite les récupérer pour lui-même ou pour un membre de sa famille, refus qui le contraint à déménager ou à faire héberger ses enfants. Certes, la plupart des locations se passent très bien ; pour elles, la proposition de loi n’aura aucun impact. Mais pour mieux protéger tous les autres locataires, nous devons agir contre les comportements abusifs de la part d’une minorité d’entre eux, qui doit être mieux sanctionnée. Ces comportements augmentent l’appréhension et les exigences des bailleurs, ou découragent certains d’entre eux de mettre en location leur bien. Si le marché locatif est engorgé par des demandes de tout ordre – de certificats, de garanties, de cautions, d’attestations, de justificatifs –, c’est qu’il n’y a pas assez de confiance entre les bailleurs et les locataires. Si nous réussissons à rétablir cette confiance, il deviendra vite possible de diminuer les exigences des bailleurs. Ce qui sape cette confiance, c’est une minorité de locataires indélicats qui continuent d’occuper un logement, parfois malgré la décision d’un juge de rompre le bail et de procéder à l’expulsion. Qui en paie les conséquences ? L’immense majorité des locataires bons payeurs. Au-delà de leur coût humain immédiat, les lenteurs et le manque de réactivité des procédures tout au long du règlement des conflits dans les rapports locatifs entament la confiance qu’ont nos concitoyens dans la justice et dans nos institutions. C’est la raison pour laquelle la proposition de loi traite des relations entre le locataire et le bailleur. Ces dernières années, nous avons porté une grande attention à la sécurisation des locataires : l’encadrement des loyers en zone tendue que nous avons créé en 2018, dans la loi Elan – loi portant évolution du logement, de l’aménagement et du numérique –, a été prorogé jusqu’en 2026 par la loi 3DS – loi relative à la différenciation, la décentralisation, la déconcentration et portant diverses mesures de simplification de l’action publique locale – en février dernier. Nous avons étendu Visale – visa pour le logement et l’emploi –, également lancé en 2018, pour permettre un cautionnement plus fiable des locataires. Il y a quelques mois encore, dans la loi portant mesures d’urgence pour le pouvoir d’achat, nous avons plafonné l’évolution à la hausse des loyers en dessous du niveau de l’inflation. Nous attendons par ailleurs des efforts importants des propriétaires en matière de mise à niveau énergétique du parc locatif : je rappelle que toutes les passoires thermiques seront concernées d’ici 2025 et 2028, c’est-à-dire, au bas mot, 1,5 million de logements dans le parc locatif privé. La proposition de loi s’inscrit donc dans la recherche d’un équilibre entre la protection accordée aux locataires et les efforts supplémentaires demandés aux bailleurs. Dans un contexte tendu, il est important d’envoyer un signal aux bailleurs afin de ne pas désinciter à l’investissement. C’est d’autant plus vrai que les options s’offrant aux investisseurs sont simples à réaliser, à commencer par le parc des meublés de tourisme ou celui des résidences services. Voilà pourquoi il me semble impératif d’agir avec vigueur pour remédier à ces injustices. C’est le sens de la proposition de loi : nous ne supprimons aucune des étapes de la procédure du contentieux locatif ; nous proposons simplement des accélérations de procédure pour arriver plus vite à des décisions exécutoires, car nous pensons que les procès qui durent des années ne sont positifs pour personne. En commission, de nombreux amendements ont renforcé le texte en favorisant l’accélération des procédures. Nous avons également amélioré la capacité du juge à apprécier la situation du locataire pour distinguer celui qui est de bonne foi de celui qui est de mauvaise foi. C’est un travail que, j’espère, nous pourrons poursuivre ensemble en séance. Comme en commission, les amendements déposés pour la séance témoignent de positions idéologiques radicalement différentes. En lisant certains amendements des groupes La France insoumise-Nouvelle Union populaire, écologique et sociale et Écologiste-NUPES, j’ai l’impression que certains veulent défendre les squats, allonger les procédures ou, tout simplement, ne veulent pas parler des petits propriétaires en difficulté au simple motif qu’ils sont propriétaires. Mais une grande majorité de nos collègues a déposé des amendements qui attestent la volonté du législateur de renforcer la protection du domicile, de sanctionner sévèrement le squat, d’accélérer les procédures et de faire tout ce qui est en notre pouvoir pour répondre à ces situations de détresse psychologique et sociale, quand bien même elles seraient minoritaires. Celles et ceux d’entre vous qui ont reçu un jour, dans leur permanence, un citoyen dont le domicile est squatté ou un propriétaire dont le bien est occupé par un locataire qui ne paie plus depuis des années savent que la situation actuelle ne peut plus durer. Nous avons le devoir d’agir. C’est ce qu’attendent les victimes. C’est ce qu’attendent les Français.",,,4617
16-124446,2022-11-28,Protection des logements contre l’occupation illicite,Présentation,Présentation,Éric Dupond-Moretti,,"Alors que se sont multipliés récemment les exemples médiatisés de petits propriétaires laissés dans l’incapacité de récupérer un logement, votre proposition de loi, monsieur le rapporteur, apporte une réponse indispensable à ces situations qui, à juste titre, choquent nos concitoyens. Je salue donc cette initiative qui s’est inscrite en synergie avec les travaux de la Chancellerie, notamment sur la redéfinition de la notion de domicile, afin de mieux réprimer les squats, qui ne sont plus tolérables. Je veux être très clair : il ne s’agit pas de favoriser de riches propriétaires, des rentiers qui exploiteraient les gens démunis, mais bien de faire respecter notre droit et de faire cesser l’affaissement de l’autorité de l’État, que toutes les affaires médiatisées ont gravement mise à mal. Ces situations ont souvent mis en lumière de petits propriétaires qui, ayant économisé toute leur vie pour acquérir un bien, qu’ils ont loué, se retrouvent dans l’impossibilité de récupérer le fruit de leur travail et de leurs économies. Je pense en particulier à l’exemple d’une vieille dame vivant dans un Ehpad, qui s’est retrouvée dans l’incapacité de récupérer l’appartement, squatté, qu’elle souhaitait vendre pour payer les mensualités de son Ehpad et assurer ainsi sa fin de vie. Impossible de récupérer son bien, car l’appartement était occupé de façon illégale. Cette situation est intolérable et porte gravement atteinte à notre pacte social et républicain, lequel veut que les citoyens s’en remettent aux autorités pour faire respecter la loi. Il est inacceptable qu’une dame âgée angoisse à l’idée de ne plus pouvoir payer ses traites parce qu’elle ne peut pas récupérer un bien acquis à la sueur de son front. Je le dis tout net : la lutte contre les squats est nécessaire. Dans cette lutte, force doit rester à la loi, laquelle doit d’abord protéger les gens honnêtes. Je suis particulièrement sensible à ces situations individuelles qui concernent la vie quotidienne de femmes et d’hommes, une vie quotidienne que nous essayons, chacun à notre niveau, d’améliorer chaque jour. Non, le logement n’est pas un lieu ou un bien matériel comme les autres. C’est le lieu de l’intime, du repos, de la famille. Il convient de le protéger contre les atteintes qui peuvent y être portées. J’ai examiné en détail la proposition de loi. Je salue votre travail, monsieur le président Kasbarian, ainsi que celui de la commission des affaires économiques. Avant de vous livrer mon avis sur chacune des dispositions qu’elle comporte, je voudrais faire quelques rappels généraux. La protection du droit de propriété figure effectivement au nombre des droits de l’homme consacrés par les articles 2 et 17 de la Déclaration de 1789. Toutefois, ce n’est pas le droit de propriété que protège aujourd’hui le délit de l’article 226-4 du code pénal, mais le domicile, comme émanation du droit au respect de la vie privée, lequel est constitutionnellement et conventionnellement garanti. C’est l’objet du délit de violation de domicile. Depuis 2015, l’article 226-4 distingue expressément deux infractions, dont celle de maintien dans le domicile d’autrui, qui présente la particularité d’être une infraction continue et non une infraction instantanée, comme l’est l’introduction dans le domicile d’autrui. Cette particularité fait que les forces de l’ordre peuvent, tout au long de l’occupation, intervenir et interpeller les squatteurs, quel que soit le délai écoulé – quarante-huit heures ou plus – depuis leur introduction dans le domicile. Cette infraction est donc un outil juridique efficace et puissant pour faire cesser les situations de squats caractérisées. J’insiste sur ce fait car il est trop souvent cité, dans la presse, des cas de Français partis en vacances et qui ne peuvent pas récupérer leur domicile car plus de quarante-huit heures seraient passées. Votre proposition de loi vise à augmenter les peines encourues pour la violation de domicile afin de les aligner sur celles encourues par le propriétaire qui, par exemple, rentre chez lui à l’aide de manœuvres dans le but de récupérer son bien. C’est le monde à l’envers ! Pis, des informations me sont remontées selon lesquelles le squatteur a parfois le cynisme d’afficher sur la fenêtre du domicile qu’il occupe les pénalités qui seraient encourues par le propriétaire. On marche sur la tête ! Je suis donc – vous l’avez compris – tout à fait favorable à cet alignement dans l’échelle des peines, qui me semble en effet nécessaire et permettra de répondre à une situation que nous ne pouvons que qualifier de totalement injuste. Je suis, en revanche – il fallait un bémol –, un peu plus réservé sur l’article 2 de la proposition de loi, qui vise à clarifier les notions utilisées dans l’infraction de violation de domicile en élargissant la notion de domicile à celle de domicile vide de meubles. Or un bien immobilier ne peut être considéré comme un domicile s’il ne comporte pas des éléments minimaux nécessaires à l’habitation. Un tel élargissement soulève donc des difficultés d’ordre constitutionnel car il porte atteinte au sens du délit de violation de domicile, qui vise à protéger, comme je l’ai rappelé, la vie privée et familiale et non le droit de propriété. En revanche, l’extension de la notion de domicile à la résidence secondaire ne pose pas de problème,… …car le domicile est déjà interprété de cette manière par la jurisprudence. J’ai bon espoir que nos débats nous permettront d’avancer sur ce point. Je veux également faire part de mes fortes réserves quant à l’article 1 er  A, issu des travaux de votre commission, qui prévoit la création d’un délit général d’occupation sans droit ni titre, de mauvaise foi, d’un immeuble d’habitation. En premier lieu, il présente d’importantes fragilités constitutionnelles eu égard au principe de légalité des délits, qui impose de définir clairement le champ d’application de l’infraction. Or, vous me l’accorderez, la « mauvaise foi » ne fait l’objet d’aucune définition en droit pénal. Oui, je vous le confirme, monsieur Maillard. Elle existe partout – sauf dans l’hémicycle, naturellement. En deuxième lieu, le champ d’application de ce délit me paraît trop large, voire excessif : il aurait également pour effet d’incriminer les locataires défaillants qui ne font l’objet d’aucune mesure d’expulsion, y compris pendant la trêve hivernale et y compris si aucune procédure d’expulsion n’a été lancée à leur encontre. Enfin, cet article procède à un renversement de la charge de la preuve et instaure, de ce fait, une présomption de culpabilité. Un tel dispositif présente un risque constitutionnel extrêmement important. En complément des outils offerts par notre procédure pénale, nous disposons de deux voies pour expulser le squatteur du logement d’autrui : une voie civile et une voie administrative. La voie civile permet de saisir le juge des référés. Celui-ci, lorsqu’il constate l’existence d’un trouble manifestement illicite, c’est-à-dire l’occupation du bien, peut ordonner les mesures conservatoires qui s’imposent, dont l’expulsion. Selon les données statistiques de 2021, le délai moyen de traitement d’une demande d’expulsion d’un squatteur devant le juge judiciaire est de cinq mois. Nous disposons également, depuis la loi du 5 mars 2007 instituant le droit au logement opposable et portant diverses mesures en faveur de la cohésion sociale, dite loi Dalo, d’une procédure administrative d’exécution forcée. L’article 38 de cette loi permet aux préfets, lorsqu’une plainte a été déposée pour violation de domicile, d’ordonner l’expulsion des squatteurs sans attendre qu’une décision judiciaire soit rendue. À la suite de l’entrée en vigueur de la loi Asap, qui est venue compléter la loi Dalo, nous avons pris l’initiative, avec mes collègues des ministères de l’intérieur et du logement, d’adresser, le 22 janvier 2021, une instruction aux préfets pour détailler la mise en œuvre de cette procédure et leur enjoindre d’assurer la rapidité de son exécution. Plus que jamais, l’exécutif est donc mobilisé pour lutter contre les squats. La présente proposition de loi tend à renforcer la procédure administrative afin de faciliter l’expulsion des occupants sans droit ni titre. Il me semble toutefois nécessaire de veiller à ce que ces nouveaux dispositifs ne puissent pas avoir de conséquences sur les locataires de bonne foi qui peuvent se trouver dans une situation économique délicate et qu’il est indispensable de ne pas pointer du doigt dans un contexte économique incertain. Il faut garder à l’esprit que notre droit civil permet d’aménager les droits des locataires qui ne paient plus leurs loyers, en permettant au juge, après la délivrance d’un commandement de quitter les lieux, d’octroyer de façon exceptionnelle des délais supplémentaires afin de permettre à des familles en situation de précarité de se reloger dans des conditions dignes. Le droit civil fait également obstacle aux expulsions durant la trêve hivernale. C’est là un acquis non négligeable – j’insiste sur ce point – car la loi veille ainsi à répondre à des situations individuelles qui peuvent se révéler dramatiques. Il n’apparaît pas souhaitable que la légitime lutte contre les squatteurs conduise à modifier ces équilibres. Votre proposition de loi prévoit la réduction de certains délais de procédure, afin d’accélérer le traitement de ces affaires. Cela ne bouleverse pas l’équilibre des droits en présence ; j’y suis donc tout à fait favorable. Cette recherche d’équilibre se retrouve également dans les textes actuels, entre le dispositif pénal qui réprime la violation de domicile et l’article 38 de la loi Dalo. S’agissant des propriétaires, il est important de sécuriser leur situation face à des occupations illicites de leur bien et donc de les décharger, dans certaines circonstances, de leur responsabilité. C’est l’objet de l’article 2  bis  de la proposition de loi. Il me semble indispensable de trouver un équilibre entre la défense de la propriété immobilière, qui concerne aussi les petits propriétaires, et le droit au logement, dans le respect de nos principes constitutionnels. C’est tout le sens des débats que nous allons avoir et qui sont, je le crois, absolument nécessaires. Avant de laisser la parole à mon ami et collègue Olivier Klein, qui nous éclairera sur le volet logement du texte, je tiens à saluer l’esprit de coconstruction qui a présidé à la conception de cette proposition. Je veux ainsi remercier le président Kasbarian, les groupes de l’opposition – je pense aux groupes Les Républicains et LIOT –,… … et ceux de la majorité bien entendu, qui ont participé à l’amélioration de ce texte – je pense en particulier à Paul Midy, mais également à Philippe Pradal et aux députés du groupe Démocrate. Dans la lutte contre les squats, ce texte est une nouvelle étape intéressante. Faisons en sorte, tous ensemble – cela nous est arrivé il y a quelques jours, et même il y a quelques heures –, qu’il apporte des solutions efficaces, concrètes et respectueuses de nos grands principes constitutionnels.",,,4617
16-124468,2022-11-28,Protection des logements contre l’occupation illicite,Présentation,Présentation,Olivier Klein,,"Le texte que nous examinons a trait à des situations humaines souvent complexes. Dans sa première partie, il traite du cas inacceptable des squats – et je connais votre attachement, monsieur le rapporteur, à résoudre de tels cas, comme l’a rappelé le garde des sceaux. Je salue, à cet égard, l’adoption en commission d’un amendement du groupe Renaissance qui vise à sanctionner pénalement les marchands de sommeil, qui, indûment, organisent des squats en faisant croire qu’ils sont propriétaires des logements, et ce en toute illégalité et au détriment des plus faibles. C’est inacceptable, et le Gouvernement est pleinement mobilisé contre ce phénomène. Son action en la matière s’inscrit dans le cadre de la lutte contre l’habitat indigne, dont les procédures ont été renforcées et simplifiées par la loi Elan, adoptée sous la précédente législature. Toutefois, il nous faut aussi chercher les moyens de mobiliser les locaux vacants qui peuvent offrir légalement un toit à ceux qui en ont besoin. La proposition de loi vise ainsi à prolonger le dispositif expérimental qui permet à un propriétaire de confier, pendant une durée donnée, un local vacant à une association afin qu’elle y accueille et y héberge celles et ceux qui en ont besoin. Je sais que notre discussion nous permettra d’évoquer la pérennisation de ce dispositif social. La proposition de loi prévoit, par ailleurs, un durcissement du droit existant à l’encontre des locataires mauvais payeurs. Je tiens à être clair sur ce point : l’assimilation d’un locataire mauvais payeur à un squatteur n’a pas lieu d’être. Il s’agit de situations très différentes. J’ai conscience que, dans le cas des impayés de loyers, nous avons affaire à des situations humaines toujours très complexes. L’examen de ce texte doit donc s’inscrire dans la recherche d’un équilibre, car l’enjeu est double : il nous faut, d’un côté, sécuriser les bailleurs – le parc locatif étant essentiel dans le parcours résidentiel –, de l’autre, accompagner les locataires en difficulté grâce à des outils adaptés. Notre politique, c’est la prévention des expulsions. De nombreux dispositifs sont développés pour accompagner les locataires en difficulté et éviter d’en arriver à l’expulsion. En amont des procédures, des outils sont déployés dans le cadre du plan interministériel de prévention des expulsions. Ainsi, des équipes mobiles de soixante-dix juristes et travailleurs sociaux, financées par l’État, rencontrent les locataires en difficulté dans de nombreux départements, et le Fonds de solidarité pour le logement (FSL), géré par les conseils départementaux et financé en partie par l’État, accompagne les locataires. Ce soutien est particulièrement nécessaire dans la période actuelle, où les charges augmentent, malgré les boucliers tarifaires, la limitation de la hausse des loyers et l’accompagnement proposé par l’État notamment sous la forme du chèque énergie. Notre objectif est évidemment que la hausse des charges n’entraîne aucune expulsion locative. Je veux d’ailleurs rappeler que j’ai demandé aux caisses d’allocations familiales (CAF) de continuer à verser les aides personnelles au logement (APL) à tous les locataires de bonne foi qui se trouvent dans une situation de loyers impayés. Quant aux propriétaires bailleurs, ils peuvent être indemnisés lorsque l’État ne leur accorde pas le concours de la force publique. Ces outils reflètent l’équilibre que nous cherchons. Et nos efforts paient ! J’ai présidé, le 3 novembre, une réunion de l’Observatoire national des impayés locatifs : aucune hausse significative de ces impayés n’a été relevée – mais notre vigilance doit rester constante. Le nombre d’expulsions locatives n’a pas, lui non plus, explosé, malgré les craintes alimentées par la crise du covid. Eu égard à ces résultats, je crois important de poursuivre les efforts pour prévenir les expulsions locatives. Il faut accorder du temps au travail social, il faut laisser au juge le pouvoir d’analyser chaque situation, d’être au plus proche des réalités difficiles d’une expulsion, qui est toujours un échec. Ce sera une préoccupation constante dans l’examen de cette proposition de loi, notamment de son article 5. Le texte s’inscrit dans cette logique d’équilibre. Je tiens à rappeler que nous disposons déjà d’un arsenal juridique et de procédures qui visent à la préserver ; cette proposition de loi tend à aller plus loin, démarche que le Gouvernement partage à certaines conditions. Comme je l’ai dit, il faut poursuivre le travail de prévention. Le troisième plan interministériel de prévention des expulsions, en cours jusqu’à la fin de l’année 2023, traduit la mobilisation du Gouvernement. Je le répète : l’équilibre est essentiel. L’équilibre apaise le marché, évite des cautions toujours plus importantes et des assurances toujours plus chères, mais il ne doit pas se faire en ignorant la situation humaine des locataires, les ruptures, les heurts. Je sais que ce message est entendu, je crois qu’il est partagé, et j’ai confiance dans les débats qui auront lieu dans les prochaines heures pour atteindre cet équilibre. Dans ces conditions, le Gouvernement donnera un avis favorable à cette proposition de loi.",,,4617
